x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
769,988,1179,1241,669,142,374,868,592,577
361,1484,1179,726,571,465,364,1172,1592,149
825,907,1185,691,724,662,374,543,626,-89
623,920,1188,255,484,516,381,862,1314,632
909,908,1169,964,707,564,371,973,547,641
809,1205,1176,571,347,583,384,1180,1079,547
553,1067,1179,553,364,488,373,872,497,583
577,1375,1189,243,709,559,374,603,648,713
786,838,1186,554,437,604,381,888,577,939
447,1377,1178,506,567,751,379,993,1120,929
559,972,1184,160,487,487,378,554,1265,632
1189,958,1179,504,473,900,369,356,1486,251
832,856,1176,1036,145,326,366,1225,882,1056
516,971,1180,263,578,312,365,816,157,719
608,760,1185,1223,1043,936,373,851,630,388
657,1499,1179,723,515,677,364,707,522,351
1008,423,1176,877,590,585,368,734,854,689
1302,991,1188,723,61,360,362,867,1323,180
1368,909,1179,725,447,290,357,952,1428,943
780,850,1185,1030,781,575,361,712,799,247
744,1004,1179,1105,633,608,349,929,407,298
758,790,1187,727,156,491,358,918,1353,312
306,626,1179,1312,157,-221,351,760,1508,584
900,899,1187,1431,909,329,359,841,305,409
61,713,1181,815,266,588,355,1000,710,604
1469,750,1179,439,500,474,345,662,1318,981
695,895,1173,682,614,760,344,1052,1396,1003
1136,1001,1185,323,262,486,342,668,658,820
755,584,1179,1132,358,567,333,701,1236,730
582,694,1173,836,959,310,340,680,432,552
819,1087,1174,1001,302,647,337,1123,725,815
272,1110,1174,1330,176,327,330,755,8,900
399,1216,1180,835,498,573,321,818,490,624
1008,660,1176,1114,513,171,329,610,827,405
24,573,1176,783,832,430,325,1127,1041,360
524,730,1181,995,699,599,316,756,1094,1046
1183,394,1191,895,335,402,324,771,991,848
415,475,1186,837,566,833,311,814,779,185
816,793,1185,1167,505,66,317,1013,1785,860
912,895,1187,830,966,375,319,1022,1725,302
1095,548,1177,807,546,468,308,818,1020,72
327,578,1182,816,651,432,299,922,1634,197
841,710,1192,1059,923,540,298,688,326,631
440,887,1181,936,891,653,297,739,1652,397
167,786,1175,835,288,798,289,569,1124,513
828,371,1188,1075,203,750,299,876,771,880
223,786,1186,729,325,672,297,893,866,465
799,553,1182,794,779,586,286,1217,503,345
570,1106,1182,1133,755,330,283,809,577,244
460,466,1184,1029,920,577,288,698,877,614
1082,875,1182,1361,509,638,278,924,607,-45
770,754,1173,529,598,863,286,724,961,672
496,1164,1182,775,414,615,274,1065,752,915
1313,661,1178,651,903,456,268,511,789,489
1016,545,1183,1250,209,1047,259,987,769,194
576,940,1174,881,386,575,267,909,414,799
895,848,1192,638,415,725,266,741,1046,332
1147,143,1183,560,827,1048,258,662,847,353
528,771,1187,951,427,573,259,525,831,341
313,1195,1178,542,645,611,258,859,623,-51
855,806,1187,767,472,545,248,1150,1459,168
620,469,1173,622,461,555,257,933,474,462
1045,849,1183,1055,815,788,256,993,648,868
238,1407,1179,802,409,877,254,616,1082,502
999,953,1176,881,661,359,258,727,1107,590
9,556,1180,448,440,423,262,826,1018,631
436,707,1192,874,875,336,266,1165,1101,421
587,1263,1191,211,578,848,263,695,1339,917
927,498,1175,778,598,18,259,538,1220,331
708,1413,1184,1248,443,233,254,855,985,125
683,384,1184,965,780,-24,262,942,1077,867
720,950,1179,1362,886,566,249,948,615,67
710,569,1185,1119,372,628,240,533,580,925
738,918,1191,1514,350,235,233,696,433,488
1152,789,1194,745,672,-93,239,689,1053,761
776,1119,1186,1236,183,682,232,1147,681,686
455,903,1188,1169,472,691,224,586,557,740
829,630,1176,739,712,670,242,669,742,499
434,719,1191,780,703,261,241,781,1464,578
1141,1285,1187,878,516,311,237,864,823,462
655,800,1176,282,347,671,229,807,515,570
927,829,1196,625,610,986,234,1079,394,803
619,1017,1187,744,612,877,229,1116,47,315
403,867,1184,210,222,711,225,723,982,746
817,764,1178,1292,536,480,231,1089,212,593
688,957,1179,996,333,621,236,1035,1089,659
498,965,1178,618,672,670,226,524,1004,322
1096,1088,1191,874,548,309,230,844,911,229
333,693,1181,549,256,849,224,768,1090,858
643,603,1188,347,522,371,232,907,518,-166
354,953,1189,757,286,393,240,673,1769,1112
1050,1062,1180,1223,812,524,237,681,1062,721
742,593,1183,1346,553,606,238,991,793,165
945,1740,1180,820,620,345,242,687,1098,343
704,938,1195,865,496,467,232,1054,1134,1018
389,1215,1188,1613,485,749,240,990,451,354
585,744,1191,1415,532,493,239,835,939,1016
827,874,1186,787,335,607,231,851,344,423
770,482,1188,414,571,245,241,1086,463,383
476,795,1195,952,395,896,240,887,1048,811
767,779,1193,565,607,709,241,1155,843,585
743,746,1195,1186,554,832,251,921,1040,942
456,956,1190,783,488,787,235,774,1124,1083
555,1025,1190,1047,400,59,251,728,920,993
383,1173,1188,574,561,131,261,716,1074,1069
735,1273,1186,619,349,512,265,642,975,539
517,338,1191,650,457,556,253,969,870,884
635,620,1180,901,586,916,270,584,1582,-108
1236,1111,1182,1081,578,997,262,929,1032,1218
417,1045,1192,629,897,451,266,1083,1041,733
557,1022,1187,1088,701,632,275,920,-76,290
444,1313,1185,661,285,100,268,707,706,252
890,1163,1187,542,655,262,267,842,1498,129
265,879,1180,925,473,737,267,707,673,627
447,1012,1187,886,544,173,276,1090,1307,475
1075,632,1194,968,603,652,272,792,947,187
571,1100,1185,1148,489,329,270,581,656,593
-70,686,1187,749,208,870,272,1032,1345,879
1009,678,1177,1197,458,911,280,835,682,40
886,651,1196,1045,345,721,275,1089,793,903
1653,647,1188,864,569,742,273,621,104,1179
1230,1097,1186,901,553,871,283,785,676,716
1194,964,1192,701,537,624,275,633,276,1078
580,762,1178,956,691,351,287,587,791,635
234,839,1186,1401,629,568,280,854,1038,686
502,1045,1182,1316,930,358,293,835,1085,945
890,1067,1185,1544,250,438,293,1090,1091,790
587,975,1184,1205,572,408,303,598,1291,1026
979,593,1182,1224,443,490,308,681,827,1394
953,559,1180,689,327,624,299,591,303,356
866,858,1180,1202,478,1023,312,1045,1155,522
917,1243,1186,860,722,355,308,575,701,502
286,1088,1183,1012,612,543,318,596,1008,518
1193,997,1175,1113,245,580,316,819,1304,342
902,696,1173,530,594,660,324,684,498,1087
907,929,1183,914,761,802,319,815,344,896
1010,1037,1179,512,846,570,311,949,999,1191
751,924,1183,354,617,665,328,1042,1862,131
645,845,1181,1081,640,602,318,897,1018,546
328,415,1182,1089,714,102,328,927,1281,379
1058,203,1191,1189,535,597,338,1003,1222,-334
484,1058,1176,420,545,402,337,883,709,-31
966,498,1180,681,575,271,347,647,767,352
1131,960,1183,969,504,632,339,1152,897,146
664,549,1176,1221,315,980,356,1046,807,585
454,918,1176,698,241,703,367,1243,759,6
90,655,1171,1220,422,166,363,981,1251,739
718,917,1183,721,479,684,373,978,1044,298
263,1124,1184,118,619,506,359,483,1328,1007
309,797,1182,624,357,381,367,868,473,366
-168,666,1169,1038,577,606,375,868,1236,1094
281,650,1182,834,405,61,372,603,573,1305
406,624,1173,285,591,162,367,857,288,565
839,487,1166,613,350,580,367,1059,692,902
647,724,1170,1103,371,822,363,836,763,883
948,984,1182,672,527,782,363,1105,1418,358
747,956,1181,990,304,502,373,1165,305,624
415,584,1177,698,810,600,364,848,595,336
877,1293,1173,922,822,1025,354,893,827,486
998,988,1169,951,496,1012,347,632,836,323
669,591,1167,670,566,274,357,751,890,1055
501,731,1173,975,397,440,348,730,733,644
369,724,1170,956,686,999,355,719,1504,140
941,771,1170,573,683,91,351,477,959,139
261,496,1165,978,1038,542,344,583,1456,1168
-135,636,1166,1278,542,989,354,944,1781,129
687,1059,1164,947,601,708,355,773,936,559
1388,1399,1177,1063,267,346,340,887,545,177
977,289,1174,661,408,208,330,585,1038,1070
1361,1126,1177,512,522,588,320,959,1536,428
1230,721,1172,729,563,269,329,819,1615,650
893,463,1165,1006,396,189,335,1110,385,443
830,774,1174,-33,751,237,329,547,645,-27
414,1289,1165,991,1027,742,324,842,1042,379
698,1034,1183,688,469,414,329,1127,94,1011
895,658,1166,1340,399,677,333,1060,893,558
849,1105,1164,1095,744,677,329,1089,651,168
1267,820,1168,410,791,917,327,1119,1320,768
1331,957,1184,379,292,835,336,1190,507,650
281,924,1174,1014,362,336,328,562,663,820
880,793,1173,613,408,625,334,793,1405,136
1044,743,1182,675,292,663,326,1096,867,1092
647,1153,1172,1004,70,852,326,1086,768,312
972,881,1182,720,512,976,338,942,855,650
716,911,1165,313,448,1022,321,786,1114,816
968,1255,1174,695,449,547,327,792,1055,-76
482,602,1178,1173,479,527,322,1198,1063,726
469,932,1174,701,777,820,337,942,471,780
630,639,1165,1456,629,325,332,1054,371,271
462,637,1174,580,454,973,326,588,1159,345
365,1079,1168,840,143,475,331,869,704,1075
1024,979,1175,924,395,723,329,548,535,571
915,992,1167,765,496,561,323,1026,1076,494
1192,775,1176,951,940,973,318,588,676,656
649,439,1183,1074,588,710,317,735,435,422
823,597,1184,853,383,608,312,535,741,484
584,448,1168,1126,858,182,325,1017,1408,403
430,1314,1183,709,460,881,324,830,979,920
649,815,1183,518,744,498,313,922,972,693
503,912,1177,1310,426,346,304,981,980,593
901,761,1179,833,485,874,308,537,1640,224
897,805,1187,1001,-22,477,295,975,383,852
962,1157,1178,871,824,859,300,785,578,848
765,987,1179,1250,480,369,294,760,1018,751
1135,696,1179,668,227,850,295,866,1157,358
978,630,1168,921,552,469,310,541,1159,547
48,823,1177,845,724,690,303,846,127,410
328,1220,1178,816,577,504,305,725,439,-41
33,914,1173,738,819,807,311,1021,518,686
878,850,1177,1242,675,807,301,867,673,339
675,1196,1178,112,516,268,305,909,975,446
848,1121,1179,624,722,801,292,837,1474,490
534,1024,1169,1205,627,720,301,883,1490,644
962,1041,1177,1040,580,731,294,835,1214,401
1363,798,1169,780,442,863,296,933,373,301
291,1205,1169,1388,366,785,286,673,554,609
561,890,1183,717,-68,872,292,688,920,355
963,844,1167,525,89,30,304,801,303,706
694,988,1171,1072,736,928,295,718,1017,136
181,989,1183,661,375,382,295,907,1316,383
160,1258,1178,1374,323,536,286,741,888,427
280,619,1177,1350,150,526,277,1129,910,536
110,1303,1174,838,351,1144,278,692,643,89
424,381,1178,1024,548,342,278,959,618,130
830,904,1173,930,784,681,282,572,1457,828
970,749,1179,740,224,290,273,929,1219,676
1095,938,1186,748,610,493,263,1036,844,425
1271,834,1188,1070,626,1304,283,1140,1071,283
628,676,1185,554,698,793,270,979,1499,671
803,867,1184,1020,578,1024,273,795,717,882
531,909,1179,1108,673,619,264,892,834,596
639,1204,1186,1247,569,260,265,864,881,1020
832,781,1169,815,575,833,269,802,1501,465
304,961,1181,813,387,707,270,999,710,-72
1202,290,1186,877,314,688,271,925,935,-129
1051,754,1180,863,371,394,257,511,910,738
372,682,1181,863,230,1135,247,649,1184,459
244,725,1191,666,189,624,237,654,1068,328
817,339,1177,625,751,800,252,900,1099,776
1108,1325,1190,775,602,586,255,794,1870,459
680,870,1182,507,902,468,242,763,1211,859
893,1092,1180,705,717,56,244,1064,997,1290
916,1148,1181,365,719,788,234,950,561,369
867,691,1187,404,391,555,242,867,553,818
482,895,1180,1330,548,932,226,943,1268,389
1086,1361,1182,866,545,575,236,902,913,955
977,947,1183,1096,729,257,227,824,853,1007
538,1105,1186,1177,539,1030,235,899,1179,253
1267,702,1184,435,550,388,228,809,1129,865
426,1031,1183,686,779,389,238,972,1001,579
1384,1090,1177,909,796,407,243,802,1221,1358
-82,870,1186,181,779,136,245,1096,477,812
1014,1279,1184,711,733,170,255,985,543,-70
335,229,1186,1408,558,694,252,675,1330,436
234,1220,1190,933,434,826,264,757,1049,483
206,707,1180,80,499,573,253,929,930,467
1319,801,1194,772,585,676,251,649,1079,577
1122,877,1184,832,612,403,256,964,1471,541
1017,1118,1190,956,334,933,263,806,1197,376
742,1249,1181,539,506,612,265,692,613,933
118,914,1183,541,670,359,255,621,906,296
1212,1005,1175,1000,373,368,254,610,1077,482
624,1193,1184,691,477,405,259,951,711,602
451,1128,1193,679,663,995,262,880,687,127
685,1372,1190,872,639,501,251,1359,561,898
86,911,1184,380,455,342,260,500,624,419
439,904,1181,755,850,310,256,740,1234,140
701,1231,1190,415,1034,492,269,796,505,775
656,626,1185,1026,776,797,260,715,1297,594
556,879,1184,1164,597,479,270,625,1006,550
337,802,1174,712,531,490,267,727,1036,653
943,850,1181,834,468,735,260,452,1036,1141
140,1350,1183,801,429,457,290,623,1243,417
586,1023,1189,680,431,998,280,980,908,745
845,1338,1189,1231,871,207,296,738,1155,653
641,946,1176,912,339,861,286,782,506,1005
711,1004,1182,847,101,285,290,947,1017,419
970,714,1182,1176,617,862,301,581,678,297
1098,747,1177,1378,774,756,291,1082,677,550
718,785,1175,875,221,311,298,505,637,682
1005,1097,1181,936,241,736,307,864,1090,1069
526,367,1191,1305,492,464,316,1137,1430,209
695,1118,1182,773,683,844,304,718,790,441
688,928,1179,1228,582,1004,314,953,694,1065
798,640,1178,391,271,517,307,1127,485,900
904,1180,1184,897,701,781,324,593,57,1533
798,1187,1187,975,394,71,311,666,812,913
812,829,1187,509,279,309,322,996,816,72
394,457,1179,1032,163,498,315,954,849,-96
994,775,1176,540,459,451,321,1103,1160,776
917,667,1171,337,467,850,309,792,1078,886
1007,981,1179,819,484,488,316,979,918,204
1587,729,1185,657,233,869,314,855,1215,1005
377,895,1178,123,412,639,309,1025,669,-306
433,697,1179,627,309,946,319,1150,1003,693
768,685,1182,1005,587,535,322,612,1091,619
381,700,1174,751,479,544,324,884,1572,163
454,690,1186,943,435,243,324,1097,87,228
841,898,1177,536,410,267,329,845,1148,705
904,814,1186,726,481,734,337,933,1035,396
723,1105,1180,319,797,540,329,834,296,1424
1138,887,1184,482,502,454,327,455,1423,114
961,110,1177,856,910,409,335,983,1374,253
932,745,1169,806,240,419,343,304,439,954
530,1203,1169,641,472,348,344,1019,830,625
805,969,1181,1002,561,369,343,978,743,606
858,1234,1186,867,692,588,343,708,1031,1190
607,455,1171,946,492,362,329,773,586,193
753,374,1176,842,639,348,338,1069,1395,616
1124,996,1166,709,234,204,332,964,393,518
399,654,1180,848,1,835,340,458,535,640
936,892,1166,1310,711,52,343,862,984,196
-3,911,1176,400,579,2,339,1141,879,167
988,663,1183,755,554,526,333,807,216,386
690,727,1178,914,868,775,338,962,1361,460
601,718,1186,1134,982,624,334,793,1287,518
1415,872,1173,882,571,1147,330,790,1056,6
158,1208,1178,522,352,382,349,757,850,817
736,467,1183,519,421,632,333,718,216,761
678,1085,1176,704,274,443,341,571,230,-51
750,1251,1183,864,919,482,348,531,659,355
991,695,1168,687,429,383,342,1009,828,527
567,580,1174,1050,1041,697,351,396,863,740
562,728,1168,810,294,477,351,926,874,193
366,660,1167,903,163,919,343,950,970,268
889,889,1175,556,234,276,348,1036,1064,-51
1187,427,1169,939,524,269,345,806,1152,294
590,635,1164,1456,849,321,357,1158,1236,1449
1036,789,1180,864,828,605,352,886,679,789
913,517,1172,613,560,1060,359,728,1053,1077
285,1204,1174,1149,1072,776,360,766,1681,226
881,868,1166,1127,440,492,354,678,577,636
549,1291,1171,1198,597,581,363,853,1074,55
390,783,1166,358,912,291,360,932,842,1118
446,709,1163,824,508,740,358,794,469,298
1187,967,1169,579,412,265,362,783,1216,788
1178,645,1179,801,909,574,367,924,1213,799
1185,829,1170,766,252,458,372,957,733,485
600,1057,1175,586,881,1052,362,1046,1285,531
248,816,1176,824,384,804,375,917,1616,677
669,775,1165,937,501,1027,314,946,665,1454
560,186,1164,743,313,225,309,930,531,1004
160,1096,1169,826,776,469,313,846,1153,577
748,949,1167,627,573,537,321,385,1031,447
1183,641,1160,729,624,1016,313,815,1176,106
667,808,1163,909,473,390,304,649,807,842
1189,564,1159,685,524,385,303,1067,1175,646
1204,911,1165,1035,654,279,304,604,625,916
238,709,1159,1243,304,805,313,534,326,-1
382,1309,1153,530,516,546,307,569,1336,271
79,691,1169,821,711,275,320,926,934,656
817,708,1159,460,599,127,312,1016,39,-764
753,893,1164,575,379,550,320,748,605,458
668,895,1149,1102,768,276,316,677,1083,1274
607,918,1155,686,252,1102,304,762,1819,918
640,739,1160,733,578,1073,308,799,962,296
490,778,1154,926,356,677,318,1107,1067,692
581,752,1156,563,679,183,303,785,1100,460
757,1398,1147,1260,466,760,309,1306,748,787
599,1016,1138,762,673,465,309,1222,438,283
-279,1577,1156,1409,633,431,309,716,920,469
1145,799,1157,590,244,272,302,637,-277,552
468,944,1148,896,306,430,306,860,1226,263
1000,922,1138,814,668,758,308,1091,1306,262
798,963,1135,961,205,417,317,904,1172,-233
798,822,1129,1180,139,501,302,1104,1113,804
-28,669,1119,1048,552,453,305,817,888,-137
212,370,1121,853,634,196,309,739,1184,309
471,1142,1126,1129,351,458,308,894,1045,130
475,710,1116,1695,748,546,305,864,1207,86
807,1177,1113,676,321,735,296,689,1407,634
977,1006,1108,1156,616,316,300,1065,922,773
599,900,1106,319,802,938,311,1150,570,473
868,1229,1118,1356,125,543,310,550,768,371
807,599,1111,494,953,754,302,1188,982,644
581,1188,1103,466,278,578,293,463,626,508
941,1550,1116,1434,443,722,307,881,1222,962
537,918,1121,367,531,448,305,984,846,579
983,966,1119,1172,462,548,312,732,1424,949
1253,809,1104,483,454,103,306,867,959,274
856,1072,1112,1052,477,314,308,781,817,332
1416,943,1103,699,519,531,302,846,536,333
498,861,1105,1189,540,594,303,609,349,753
389,487,1097,969,592,354,297,814,514,500
618,882,1110,817,309,714,310,400,830,829
812,743,1109,891,416,724,297,997,659,-241
365,1092,1093,1050,794,572,310,618,740,1138
731,670,1103,1095,656,276,301,989,644,83
564,722,1093,384,750,444,294,1026,1198,724
696,986,1096,1058,611,776,308,932,1001,702
1076,875,1101,801,221,84,299,861,644,645
385,658,1108,1180,888,929,308,1051,1199,553
481,1333,1103,800,500,980,304,1051,1124,332
1238,846,1101,788,424,609,294,965,729,48
1089,884,1105,618,483,639,284,1421,940,350
670,1147,1109,492,633,639,295,1063,1267,964
869,880,1109,773,777,1204,299,756,561,67
702,937,1105,822,299,808,298,801,951,651
702,927,1101,827,873,852,288,457,1552,590
1544,878,1092,1252,395,220,294,899,1106,1122
1243,758,1100,620,582,442,280,973,860,743
778,743,1095,728,383,307,284,696,796,584
1457,1305,1102,897,697,534,276,1121,1106,710
379,756,1100,1105,469,221,278,849,324,465
921,1017,1112,814,594,608,274,604,783,244
490,726,1098,1062,484,832,286,1223,694,689
887,855,1104,1076,441,1027,267,737,599,207
517,1110,1092,1224,158,1114,282,996,1130,902
605,1256,1092,975,514,900,270,740,1407,321
594,446,1102,1047,879,822,275,744,1114,443
955,1142,1107,907,702,246,265,715,942,1019
879,1032,1112,87,292,837,267,723,533,496
626,902,1104,992,33,854,268,1088,668,745
564,971,1106,822,739,492,258,637,1070,207
487,1488,1109,817,268,581,262,426,939,104
819,933,1103,961,551,286,264,928,781,189
682,797,1106,1112,475,509,262,807,940,742
899,667,1115,1240,534,257,255,953,677,889
992,821,1103,1402,381,253,260,696,526,357
1255,534,1112,1429,440,167,259,510,817,256
580,881,1107,1132,523,627,250,720,1419,287
475,423,1098,977,154,275,254,514,345,577
1231,674,1113,916,579,389,258,514,1356,640
817,1021,1113,1020,715,415,253,908,1197,615
505,1206,1108,934,823,737,244,680,805,831
757,405,1105,1092,300,492,247,962,1157,470
228,747,1115,1294,284,436,253,332,918,1082
286,809,1118,376,866,983,242,940,888,422
837,726,1103,753,965,533,242,1302,495,709
666,992,1116,1185,584,439,247,904,638,660
970,660,1111,1219,588,647,236,758,1073,375
-263,432,1108,1441,974,228,226,881,965,86
1045,828,1112,695,515,652,223,1011,764,199
638,1618,1107,852,620,547,221,799,522,-281
1192,778,1098,958,367,727,231,575,220,587
791,665,1113,862,1126,171,229,640,585,86
308,490,1108,922,686,478,220,1154,380,89
289,693,1107,418,538,948,226,537,858,1010
733,746,1102,1208,746,287,217,922,646,441
1058,1300,1106,49,698,488,211,986,908,617
560,760,1110,1002,514,-253,201,539,545,58
652,1012,1114,112,296,692,193,822,1302,462
922,823,1115,978,345,568,196,762,1185,-658
279,1210,1111,1194,955,339,206,449,832,159
813,1077,1111,724,625,517,195,807,901,862
697,744,1107,1177,714,644,188,874,881,534
745,1067,1101,797,702,631,188,818,384,420
1144,915,1111,929,686,349,194,863,1795,-24
592,1096,1117,565,412,1230,195,1016,253,380
1130,1488,1107,896,75,575,201,816,433,969
558,1406,1120,1014,401,228,202,969,335,518
8,1245,1107,1210,491,208,186,1015,919,94
749,925,1113,383,544,62,192,787,1005,1556
1279,591,1109,773,486,552,195,529,734,-81
29,750,1110,604,524,823,205,775,720,934
1143,407,1103,1115,684,591,197,749,735,274
885,996,1118,695,501,804,202,848,1025,3
688,1165,1116,1168,715,594,209,1018,535,231
1466,375,1110,840,467,333,211,958,1084,545
424,1160,1106,1323,801,191,209,740,1396,-18
547,1348,1108,922,593,475,219,720,1387,825
732,513,1114,595,683,-34,213,782,833,463
1041,1271,1112,889,854,401,227,667,756,624
1157,476,1117,1085,667,106,224,635,1226,267
730,1290,1102,870,522,484,218,762,668,749
1146,820,1113,716,437,709,210,852,1142,-294
1102,1007,1108,893,749,762,220,831,620,329
1034,797,1111,1483,1193,990,213,1078,756,-179
643,1055,1115,469,374,651,221,871,982,852
335,937,1112,747,417,473,216,669,606,799
776,925,1117,819,413,565,222,978,1092,792
770,1295,1111,776,756,620,219,765,472,767
357,608,1117,990,436,608,218,732,626,209
630,1132,1108,178,470,350,223,947,1222,720
193,1156,1115,1340,17,913,222,818,1899,427
813,1333,1099,1375,553,645,218,631,881,351
657,675,1101,649,596,651,230,740,1117,80
1020,539,1104,463,438,546,225,691,1262,679
845,1371,1112,708,963,294,220,760,166,958
466,753,1108,1060,519,910,218,1023,472,966
893,620,1107,590,168,480,228,727,637,698
1142,819,1100,982,699,640,218,717,858,1457
889,1665,1113,625,276,272,235,792,965,970
457,805,1105,555,278,736,242,1015,618,822
372,912,1109,609,335,22,233,985,1104,530
826,362,1110,418,397,328,242,686,692,467
758,654,1108,769,417,669,242,1119,1083,872
1031,653,1100,958,650,500,239,892,927,222
606,1120,1104,282,288,713,249,1346,607,605
739,675,1097,644,456,727,253,981,1132,-226
308,982,1107,359,524,703,256,878,924,738
705,985,1105,980,636,401,241,884,705,541
1202,1101,1104,826,422,659,242,618,973,-285
371,942,1104,360,159,742,253,937,247,-164
728,801,1103,749,598,168,249,784,1351,586
650,1170,1107,1013,507,52,251,655,772,485
1048,903,1110,574,258,108,263,926,1047,545
625,321,1106,650,134,291,246,935,1091,361
691,831,1102,433,486,566,251,570,949,873
1256,839,1103,1086,618,395,261,841,840,731
792,1058,1112,899,496,688,254,812,429,955
1139,1003,1103,942,177,1056,267,576,1288,350
1160,746,1113,579,476,977,271,925,502,-128
156,1514,1094,480,702,547,265,899,550,-241
407,739,1100,826,606,801,274,600,1305,-157
937,1041,1093,741,416,569,281,976,528,1021
387,982,1102,293,574,99,266,844,1807,1251
968,648,1098,745,81,311,272,1172,379,495
771,923,1098,709,568,695,283,654,998,590
1539,1382,1088,687,546,640,287,862,1649,555
866,1372,1089,1322,282,889,284,1011,905,102
114,740,1099,1063,720,842,288,804,719,764
598,1074,1090,972,278,432,277,571,718,596
579,488,1102,648,543,45,288,825,867,300
555,699,1103,780,601,300,284,1254,366,1073
569,444,1095,1081,457,76,291,655,669,672
849,1086,1100,857,742,955,299,948,437,756
615,763,1100,951,848,658,299,478,405,703
1007,676,1085,1087,299,677,300,1268,1056,588
1466,967,1103,1105,415,555,283,431,1278,619
1359,476,1086,542,778,678,294,908,968,212
895,1617,1093,567,701,88,302,891,962,1004
332,1359,1091,869,686,832,303,660,994,1068
616,747,1103,1106,473,464,304,886,1381,588
489,756,1094,142,258,811,297,679,1242,960
1402,972,1099,776,528,457,303,666,1215,821
269,885,1092,671,616,106,311,1286,1364,633
571,808,1093,774,350,723,307,1337,673,639
874,767,1092,292,208,624,320,882,1091,309
908,1004,1083,795,430,518,302,874,1349,306
716,1228,1091,769,731,813,313,735,428,1008
1022,700,1091,1288,830,476,302,1193,413,506
1010,612,1094,1086,475,239,297,721,175,731
479,1011,1083,741,294,1119,311,726,913,725
165,559,1091,1073,429,815,301,399,587,1283
725,770,1098,739,149,9,306,879,1352,795
582,717,1086,770,502,737,304,715,781,670
753,990,1096,1037,785,331,296,1066,846,465
976,1107,1092,1137,654,620,286,1172,1349,697
613,438,1096,844,551,511,286,906,1564,625
696,799,1098,897,843,591,286,843,749,934
789,1528,1084,749,734,464,276,717,646,670
1248,562,1102,985,264,-39,291,995,638,262
505,1033,1091,860,499,597,284,800,448,577
749,368,1085,354,607,753,296,1006,1047,324
443,1050,1092,1570,330,448,285,690,1027,494
1250,778,1099,752,908,445,287,1081,1581,628
816,580,1095,777,552,321,286,1054,1111,687
1083,964,1095,769,590,736,275,697,408,1146
615,882,1099,659,631,163,279,834,1301,501
570,893,1090,462,810,876,278,602,835,617
916,1328,1096,1125,262,460,269,640,1291,1139
869,1117,1090,1195,707,559,277,1318,1027,924
1031,899,1093,1260,449,515,275,488,676,517
1226,1347,1095,941,525,678,272,1089,905,183
612,933,1095,815,538,730,272,879,827,495
760,591,1091,1043,905,604,274,1127,960,543
247,1185,1086,809,578,321,277,777,343,431
952,915,1096,628,342,446,268,867,1072,728
901,876,1106,419,642,780,259,477,1848,226
942,681,1104,675,140,1118,273,739,1407,452
756,1012,1098,514,349,552,277,1140,1170,820
960,942,1095,574,648,440,276,992,1357,927
510,1186,1104,741,875,855,278,814,1001,220
446,615,1090,683,645,708,263,907,481,595
99,690,1098,662,668,121,256,722,518,287
599,880,1106,1291,701,1119,260,973,908,225
475,940,1101,1051,779,440,251,835,561,718
1175,818,1102,680,614,390,247,841,1029,386
617,633,1098,708,705,522,248,1176,684,337
1115,340,1106,570,350,503,265,806,1302,670
403,531,1095,961,303,833,258,578,1105,39
678,885,1098,805,502,998,248,432,357,599
1353,1267,1101,526,757,544,250,692,492,180
1028,891,1095,822,565,787,254,1209,588,493
663,719,1089,1246,557,551,258,971,1492,493
752,786,1098,515,505,153,247,1337,934,231
482,1263,1095,1129,693,288,244,918,863,789
803,1092,1098,1223,632,539,240,833,890,379
768,1096,1096,1046,656,604,237,809,824,448
422,584,1089,831,492,270,237,834,798,818
1086,851,1088,818,304,296,240,1100,990,373
773,1303,1098,979,418,852,246,819,1324,358
612,932,1100,629,797,781,249,997,685,772
660,854,1096,409,516,642,237,546,1182,724
1137,1041,1104,772,775,353,253,930,600,400
385,873,1092,1043,127,562,253,883,947,46
362,479,1097,1175,364,402,246,782,946,359
1040,1088,1099,986,579,120,239,530,1161,1378
662,292,1101,718,620,804,229,860,167,559
701,982,1100,800,610,332,236,561,858,653
1038,922,1108,722,471,113,227,1324,1109,756
1676,534,1111,818,669,739,230,717,441,1584
348,551,1110,903,656,114,236,863,1321,342
937,1165,1092,-10,175,613,219,438,752,154
917,969,1111,959,137,444,226,1028,771,983
1252,776,1101,985,715,493,228,696,676,944
824,758,1101,66,583,852,222,816,1216,969
896,761,1097,675,516,572,228,911,768,749
536,840,1111,1206,792,577,236,768,1164,498
835,1292,1091,711,753,461,236,760,905,83
-92,1091,1093,470,663,299,218,725,1063,320
738,894,1095,586,962,643,230,449,448,520
462,764,1102,457,662,342,222,1154,774,547
-324,1059,1093,691,927,319,217,624,1005,-100
623,904,1104,887,-214,423,214,813,727,265
660,876,1106,338,433,376,204,1118,1481,801
988,749,1109,844,656,859,198,934,970,907
783,475,1098,1730,848,497,195,778,1214,648
577,384,1098,778,816,161,195,890,1156,730
201,482,1106,642,319,367,205,998,691,236
961,574,1113,938,729,600,204,678,214,663
987,970,1103,757,553,324,207,665,1762,307
364,1223,1097,1839,223,61,197,778,702,347
1439,1100,1104,876,460,303,212,906,1121,279
527,961,1103,922,698,735,222,738,934,242
556,957,1096,837,368,377,230,807,501,99
